('35', '128', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '21', '2033-10-13 13:06:21', NULL),
('3', '51', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '0', '2027-05-16 10:03:24', NULL),
('50', '89', 'Sono rimasto affascinato dall entusiasmo che trasmetti nel video. Bravissimo!', '38', '2030-07-21 12:26:17', NULL),
('21', '49', 'Questo video è molto motivante. Mi ha spinto a intraprendere azioni positive nella mia vita.', '12', '2027-03-22 00:04:50', NULL),
('50', '47', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '0', '2027-02-28 19:33:37', NULL),
('46', '12', 'Penso che alcune informazioni nel video siano inesatte. Fai attenzione alla precisione.', '0', '2026-10-08 09:16:09', NULL),
('6', '136', 'Penso che alcune informazioni nel video siano inesatte. Fai attenzione alla precisione.', '0', '2034-06-11 18:24:49', NULL),
('13', '71', 'Questo video è incredibile! Mi ha aperto gli occhi su un argomento che non conoscevo.', '0', '2029-01-11 17:33:36', NULL),
('37', '63', 'La qualità del suono potrebbe essere migliorata. Era difficile sentire chiaramente.', '0', '2028-05-15 12:15:08', NULL),
('20', '101', 'Mi aspettavo di più da questo video. È stato un po  deludente.', '0', '2031-07-21 14:38:01', NULL),
('25', '17', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '15', '2025-01-15 15:00:42', NULL),
('23', '30', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '21', '2025-08-17 03:19:53', NULL),
('31', '56', 'Penso che alcune informazioni nel video siano inesatte. Fai attenzione alla precisione.', '0', '2027-10-13 08:48:56', NULL),
('2', '76', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '0', '2029-06-10 16:19:08', NULL),
('25', '71', 'Questo video è davvero illuminante! Mi ha dato una nuova prospettiva sull argomento.', '33', '2029-01-11 17:33:36', NULL),
('32', '146', 'Mi aspettavo di più da questo video. Non mi ha davvero soddisfatto.', '0', '2035-04-27 05:20:05', NULL),
('32', '51', 'Ci sono troppe interruzioni nel video, rendendolo difficile da seguire.', '0', '2027-05-16 10:03:24', NULL),
('39', '1', 'Questo video è davvero illuminante! Mi ha dato una nuova prospettiva sull argomento.', '2', '2026-03-25 04:07:08', NULL),
('46', '25', 'Grazie per aver condiviso questo video. Mi hai ispirato a provare qualcosa di nuovo!', '0', '2026-10-08 09:16:09', NULL),
('6', '71', 'Questo video è davvero illuminante! Mi ha dato una nuova prospettiva sull argomento.', '0', '2029-01-11 17:33:36', NULL),
('11', '87', 'Questo video è davvero illuminante! Mi ha dato una nuova prospettiva sull argomento.', '0', '2030-05-15 16:38:36', NULL),
('18', '97', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '0', '2031-03-21 08:51:46', NULL),
('13', '10', 'Questo video è davvero ispiratore! Mi ha fatto venire voglia di mettermi all opera.', '0', '2024-01-10 00:20:54', NULL),
('28', '11', 'Questo video è davvero illuminante! Mi ha dato una nuova prospettiva sull argomento.', '19', '2025-04-20 03:47:40', NULL),
('27', '112', 'Questo video è davvero ispiratore! Mi ha fatto venire voglia di mettermi all opera.', '0', '2032-06-11 14:01:21', NULL),
('4', '46', 'Non mi è piaciuto il tono usato nel video. Sembra un po  troppo arrogante.', '0', '2026-12-15 20:10:51', NULL),
('12', '79', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '0', '2029-09-06 16:38:02', NULL),
('2', '11', 'Ho notato alcuni errori di grammatica nel testo del video. È importante fare una revisione accurata.', '0', '2024-01-11 15:27:55', NULL),
('43', '9', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '20', '2026-07-20 12:32:20', NULL),
('23', '9', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '0', '2024-11-21 05:02:08', NULL),
('36', '81', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '0', '2029-11-22 07:07:49', NULL),
('45', '133', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '0', '2034-03-22 06:33:59', NULL),
('6', '133', 'Questo video è incredibile! Mi ha aperto gli occhi su un argomento che non conoscevo.', '0', '2034-03-22 06:33:59', NULL),
('34', '126', 'Questo video è molto motivante. Mi ha spinto a intraprendere azioni positive nella mia vita.', '0', '2033-08-17 12:00:46', NULL),
('1', '66', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '14', '2028-08-16 09:55:05', NULL),
('47', '14', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '14', '2026-11-13 05:50:31', NULL),
('38', '123', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '21', '2033-05-16 14:20:49', NULL),
('20', '141', 'Ci sono troppe interruzioni nel video, rendendolo difficile da seguire.', '0', '2034-11-21 18:06:29', NULL),
('25', '101', 'Questo video è davvero illuminante! Mi ha dato una nuova prospettiva sull argomento.', '39', '2031-07-21 14:38:01', NULL),
('24', '29', 'Grazie per aver condiviso questo video. Mi hai ispirato a provare qualcosa di nuovo!', '0', '2025-07-22 01:27:37', NULL),
('24', '123', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '0', '2033-05-16 14:20:49', NULL),
('23', '110', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '0', '2032-04-26 22:44:53', NULL),
('34', '20', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '0', '2025-10-11 13:18:27', NULL),
('35', '107', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '0', '2032-01-12 00:08:48', NULL),
('3', '83', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '0', '2030-01-11 19:45:20', NULL),
('44', '88', 'La qualità del video potrebbe essere migliorata. Era sfocato in alcuni punti.', '0', '2030-06-10 18:30:52', NULL),
('20', '128', 'Questo video è incredibile! Mi ha aperto gli occhi su un argomento che non conoscevo.', '0', '2033-10-13 13:06:21', NULL),
('21', '138', 'Sono rimasto affascinato dall entusiasmo che trasmetti nel video. Bravissimo!', '0', '2034-08-15 23:05:29', NULL),
('26', '21', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '0', '2025-02-09 01:45:57', NULL),
('20', '90', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '0', '2030-08-16 14:18:33', NULL),
('5', '138', 'Questo video è incredibile! Mi ha aperto gli occhi su un argomento che non conoscevo.', '25', '2034-08-15 23:05:29', NULL),
('14', '47', 'La qualità del video potrebbe essere migliorata. Era sfocato in alcuni punti.', '0', '2027-01-10 22:03:07', NULL),
('48', '142', 'Questo video è molto motivante. Mi ha spinto a intraprendere azioni positive nella mia vita.', '5', '2034-12-16 04:51:44', NULL),
('32', '7', 'La qualità del suono potrebbe essere migliorata. Era difficile sentire chiaramente.', '0', '2025-08-15 12:12:52', NULL),
('37', '75', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '0', '2029-05-15 14:26:52', NULL),
('32', '46', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '24', '2026-12-15 20:10:51', NULL),
('13', '139', 'Grazie per aver condiviso questo video. Mi hai ispirato a provare qualcosa di nuovo!', '0', '2034-09-06 03:36:42', NULL),
('9', '53', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '0', '2027-07-22 05:51:05', NULL),
('46', '116', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '6', '2032-10-13 10:54:37', NULL),
('44', '66', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '0', '2028-08-16 09:55:05', NULL),
('11', '143', 'Questo video è davvero illuminante! Mi ha dato una nuova prospettiva sull argomento.', '24', '2035-01-11 06:44:00', NULL),
('13', '13', 'Questo video è molto motivante. Mi ha spinto a intraprendere azioni positive nella mia vita.', '7', '2024-03-21 17:29:38', NULL),
('30', '74', 'Questo video è incredibile! Mi ha aperto gli occhi su un argomento che non conoscevo.', '0', '2029-04-26 01:02:40', NULL),
('2', '64', 'Mi sono divertito tantissimo guardando questo video. Continua così!', '31', '2028-06-10 14:07:24', NULL),
('19', '73', 'Mi sono divertito tantissimo guardando questo video. Continua così!', '0', '2029-03-21 04:28:18', NULL),
('2', '55', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '0', '2027-09-05 21:07:33', NULL),
('1', '54', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '18', '2027-08-17 07:43:21', NULL),
('35', '3', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '0', '2025-11-16 09:52:49', NULL),
('17', '112', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '10', '2032-06-11 14:01:21', NULL),
('29', '108', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '28', '2032-02-26 15:25:16', NULL),
('3', '45', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '0', '2026-11-21 09:25:36', NULL),
('41', '105', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '5', '2031-11-22 11:31:17', NULL),
('37', '112', 'Non mi è piaciuto il tono usato nel video. Sembra mancare di entusiasmo.', '0', '2032-06-11 14:01:21', NULL),
('50', '114', 'Grazie per aver condiviso questo video. Mi hai ispirato a provare qualcosa di nuovo!', '0', '2032-08-17 09:49:02', NULL),
('45', '15', 'Grazie per aver condiviso questo video. Mi hai ispirato a provare qualcosa di nuovo!', '0', '2026-09-15 13:37:55', NULL),
('45', '53', 'Questo video è davvero illuminante! Mi ha dato una nuova prospettiva sull argomento.', '0', '2027-07-22 05:51:05', NULL),
('21', '91', 'La qualità del suono potrebbe essere migliorata. Era difficile sentire chiaramente.', '0', '2030-09-06 18:49:46', NULL),
('17', '26', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '0', '2025-04-26 16:15:44', NULL),
('35', '114', 'Questo video è davvero ispiratore! Mi ha fatto venire voglia di mettermi all opera.', '0', '2032-08-17 09:49:02', NULL),
('4', '91', 'Sono rimasto affascinato dall entusiasmo che trasmetti nel video. Bravissimo!', '0', '2030-09-06 18:49:46', NULL),
('4', '59', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '0', '2028-01-11 00:14:51', NULL),
('16', '97', 'Questo video è davvero illuminante! Mi ha dato una nuova prospettiva sull argomento.', '0', '2031-03-21 08:51:46', NULL),
('9', '9', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '0', '2023-11-22 02:50:24', NULL),
('3', '75', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '0', '2029-05-15 14:26:52', NULL),
('39', '88', 'Ho notato alcuni errori di grammatica nel testo del video. È importante fare una revisione accurata.', '0', '2030-06-10 18:30:52', NULL),
('35', '74', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '0', '2029-04-26 01:02:40', NULL),
('40', '13', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '30', '2026-04-30 00:41:30', NULL),
('29', '26', 'Mi sono divertito tantissimo guardando questo video. Continua così!', '0', '2025-05-26 00:22:02', NULL),
('18', '106', 'Non mi è piaciuto il tono usato nel video. Sembra un po  troppo arrogante.', '0', '2031-12-16 22:16:32', NULL),
('33', '46', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '0', '2026-12-15 20:10:51', NULL),
('12', '8', 'Ho trovato il video molto noioso e poco interessante. Non è riuscito a catturare la mia attenzione.', '0', '2023-12-21 10:56:42', NULL),
('41', '101', 'Mi aspettavo di più da questo video. Non mi ha davvero soddisfatto.', '0', '2031-07-21 14:38:01', NULL),
('12', '104', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '0', '2031-10-14 08:42:53', NULL),
('35', '110', 'Sono rimasto affascinato dall entusiasmo che trasmetti nel video. Bravissimo!', '0', '2032-04-26 22:44:53', NULL),
('2', '23', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '12', '2025-01-10 17:39:39', NULL),
('44', '105', 'Mi aspettavo di più da questo video. Non mi ha davvero soddisfatto.', '0', '2031-11-22 11:31:17', NULL),
('8', '68', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '0', '2028-10-14 02:07:41', NULL),
('32', '65', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '0', '2028-07-21 08:02:49', NULL),
('17', '126', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '22', '2033-08-17 12:00:46', NULL),
('40', '48', 'Questo video è molto motivante. Mi ha spinto a intraprendere azioni positive nella mia vita.', '0', '2027-02-25 13:19:35', NULL),
('31', '53', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '0', '2027-07-22 05:51:05', NULL),
('31', '120', 'Non mi è piaciuto il tono usato nel video. Sembra mancare di entusiasmo.', '0', '2033-02-25 17:37:00', NULL),
('20', '43', 'Mi sono divertito tantissimo guardando questo video. Continua così!', '0', '2026-09-05 18:55:49', NULL),
('47', '78', 'Mi aspettavo di più da questo video. Non mi ha davvero soddisfatto.', '0', '2029-08-16 12:06:49', NULL),
('24', '66', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '0', '2028-08-16 09:55:05', NULL),
('49', '86', 'Sono rimasto affascinato dall entusiasmo che trasmetti nel video. Bravissimo!', '26', '2030-04-26 03:14:24', NULL),
('8', '67', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '0', '2028-09-06 14:26:18', NULL),
('4', '148', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '36', '2035-06-11 20:36:33', NULL),
('9', '60', 'Non mi è piaciuto il tono usato nel video. Sembra mancare di entusiasmo.', '0', '2028-02-25 15:31:19', NULL),
('41', '86', 'Questo video è incredibile! Mi ha aperto gli occhi su un argomento che non conoscevo.', '0', '2030-04-26 03:14:24', NULL),
('46', '7', 'Penso che alcune informazioni nel video siano inesatte. Fai attenzione alla precisione.', '0', '2026-10-08 09:16:09', NULL),
('5', '86', 'Questo video è davvero ispiratore! Mi ha fatto venire voglia di mettermi all opera.', '0', '2030-04-26 03:14:24', NULL),
('23', '44', 'Ho trovato il video molto noioso e poco interessante. Non è riuscito a catturare la mia attenzione.', '0', '2026-10-13 06:37:12', NULL),
('34', '92', 'Questo video è davvero ispiratore! Mi ha fatto venire voglia di mettermi all opera.', '0', '2030-10-14 06:31:09', NULL),
('14', '3', 'Non mi è piaciuto il tono usato nel video. Sembra un po  troppo arrogante.', '0', '2024-02-21 09:23:20', NULL),
('49', '13', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '0', '2027-01-25 14:06:16', NULL),
('41', '2', 'Questo video è troppo lungo e si dilunga su argomenti non rilevanti.', '0', '2026-05-03 06:55:32', NULL),
('34', '44', 'La qualità del suono potrebbe essere migliorata. Era difficile sentire chiaramente.', '0', '2026-10-13 06:37:12', NULL),
('3', '28', 'Mi aspettavo di più da questo video. Non mi ha davvero soddisfatto.', '0', '2025-06-11 07:32:12', NULL),
('17', '123', 'Questo video è troppo lungo e si dilunga su argomenti non rilevanti.', '0', '2033-05-16 14:20:49', NULL),
